DEV_KEY,en,EN-UK,DE,PL,PT(BR),ES(MX),ES-ES,ID,SE,RU,FR,IT
settings_hurricane_notificaitons_auh_regions_name,Australia & South Pacific (AU),Australia & South pacific (AU),Australien & Südpazifik (AU),Australia i Południowy Pacyfik (AU),Austrália e Pacífico Sul (AU),Australia y Pacífico Sur (AU),Australia y Pacífico Sur (AU),,,,,
settings_hurricane_notificaitons_ush_regions_name,Atlantic & East Pacific (US),Atlantic & East pacific (US),Atlantik & Ostpazifik (US),Atlantyk i Wschodni Pacyfik (US),Atlântico e Pacífico Leste (EUA),Atlántico y Pacífico Este (US),Atlántico y Pacífico Oriental (EE. UU.),,,,,
settings_hurricane_notificaitons_inh_regions_name,North Indian (IN),North Indian (IN),Nordindien (IN),Północnoindyjski (IN),Índico Norte (IN),Norte de la India (IN),Norte de la India (IN),,,,,
settings_hurricane_notificaitons_ash_regions_name,West Pacific (AS),West pacific (AS),Westpazifik (AS),Zachodni Pacyfik (AS),Pacífico Oeste (AS),Pacífico occidental (AS),Pacífico Occidental (AS),,,,,
settings_hurricane_notificaitons_afh_regions_name,South Indian (AF),South Indian (AF),Südindien (AF),Południowoindyjski (AF),Índico Sul (AF),Sur de la India (AF),Sur de la India (AF),,,,,
settings_hurricane_notificaitons_alert_pushes_disabled,You won't receive any hurricane alerts for any location.,You won't receive any hurricane alerts for any location.,Du erhältst keine Hurrikan-Warnungen für bestimmte Orte.,Nie otrzymasz alertów o huraganie dla żadnej lokalizacji.,Você não receberá nenhum alerta de furacão de nenhum local.,No recibirá alertas de huracanes para ninguna ubicación.,No recibirás alertas de huracán para ningún lugar.,,,,,
settings_hurricane_notificaitons_monitored_regions,Monitored regions,Monitored regions,Überwachte Regionen,Monitorowane regiony,Regiões monitoradas,Regiones monitorizadas,Zonas monitorizadas,,,,,
whats_new_feature_title,Customize your\U00A0hurricane alerts!,Customize your hurricane alerts!,Personalisiere deine Hurrikanwarnungen!,Dostosuj alerty o huraganach!,Personalize seus alertas de furacões!,Personalice sus alertas de huracanes,¡Personaliza tus alertas de huracanes!,,,,,
whats_new_description,"Stay informed and track active hurricanes in your preferred region
",Stay informed and track active hurricanes in your preferred region,Bleib auf dem Laufenden und verfolge aktive Hurrikans in deiner Zielregion,Bądź na bieżąco i śledź aktywne huragany w wybranym regionie,Mantenha-se a par e monitore furacões ativos na sua região preferida,Manténgase informado y siga los huracanes activos en su región preferida,Infórmate y rastrea los huracanes activos en la zona que prefieras,,,,,
promo_full_access,Full Access,Full Access,Voller Zugriff,Pełny dostęp,Acesso total,Acceso total,Acceso completo,,,,,
promo_all_pro_features,"All Pro features, ad-free.","All Pro features, ad-free.",Alle Pro-Funktionen werbefrei.,"Wszystkie funkcje Pro, bez reklam.","Todos os recursos do Pro, nenhum anúncio.","Todas las funciones Pro, sin anuncios.",Funciones Pro sin anuncios.,,,,,
promo_try_it,Try It,Try It,Probiere es aus,Wypróbuj,Experimente,Pruébelo,Prueba,,,,,
whats_new_hurricane_notifications_storm_evan_2,Tropical Storm Evan is now a Category 3 Hurricane. Wind speed:  400 mph. Direction: EN.,,,,,,,,,,,
notification_light_moderate_heavy_rain_observation_body,Light/Moderate/Heavy rain's here and sticking around for over an hour. Grab an umbrella!,Light/Moderate/Heavy rain's here and sticking around for over an hour. Grab an umbrella!,Leichter/Mäßiger/Starker Regen hat eingesetzt und wird noch mehr als eine Stunde anhalten. Schnappen Sie sich Ihren Regenschirm!,"Występują lekkie/umiarkowane/intensywne opady deszczu, które utrzymają się przez ponad godzinę. Weź parasol!",A chuva fraca/moderada/forte chegou e ficará por mais de uma hora. Pegue um guarda-chuva!,Ya está aquí una lluvia de intensidad débil/moderada/fuerte y durará más de una hora. ¡Tome el paraguas!,Cae una lluvia ligera/moderada/fuerte que se mantendrá durante más de una hora. ¡Coge el paraguas!,"Hujan Ringan/Sedang/Lebat sedang terjadi dan akan berlangsung selama lebih dari satu jam. Ambil payung!
",Lätt/måttligt/kraftigt regn är här och håller i sig i över en timme. Hämta ett paraply!,,,
notification_light_moderate_heavy_rain_observation_body_ends,Light/Moderate/Heavy rain ongoing in your location until XX:XX. Stay dry!,Light/Moderate/Heavy rain ongoing in your location until XX:XX. Stay dry!,"An Ihrem Standort regnet es noch bis XX:XX leicht/mäßig/stark. Bleiben Sie trocken!
",Lekkie/Umiarkowane/Intensywne opady deszczu w Twojej lokalizacji potrwają do XX:XX. Nie zmoknij!,"A chuva fraca/moderada/forte continuará em sua região até XX:XX. Proteja-se!
","Está cayendo una lluvia de intensidad débil/moderada/fuerte en su localidad y durará hasta las XX:XX. ¡Manténgase seco!
","Lluvia ligera/moderada/fuerte. Continuará lloviendo en tu ubicación hasta las XX:XX. ¡No te mojes!
",Hujan Ringan/Sedang/Lebat sedang berlangsung di lokasi Anda hingga XX:XX. Pastikan Anda tetap kering!,"Lätt/måttligt/kraftigt regn pågår i ditt område fram till XX:XX. Håll er torra!
",,,
,💧 Rain's here and sticking around for over an hour. Grab an umbrella! ☔,💧 Rain's here and sticking around for over an hour. Grab an umbrella! ☔,💧Regen hat eingesetzt und wird noch mehr als eine Stunde anhalten. Schnappen Sie sich Ihren Regenschirm! ☔,"💧 Występują opady deszczu, które utrzymają się przez ponad godzinę. Weź parasol! ☔",💧A chuva chegou e ficará por mais de uma hora. Pegue um guarda-chuva! ☔,💧 Ya está aquí una lluvia y durará más de una hora. ¡Tome el paraguas! ☔,💧 Cae una lluvia que se mantendrá durante más de una hora. ¡Coge el paraguas! ☔,💧 Hujan sedang terjadi dan akan berlangsung selama lebih dari satu jam. Ambil payung! ☔,💧 Regn är här och håller i sig i över en timme. Hämta ett paraply! ☔,,,
notification_light_rain_observation_body,💧 Light rain's here and sticking around for over an hour. Grab an umbrella! ☔,💧 Light rain's here and sticking around for over an hour. Grab an umbrella! ☔,💧 Leichter Regen hat eingesetzt und wird noch mehr als eine Stunde anhalten. Schnappen Sie sich Ihren Regenschirm!,"💧 Występują lekkie opady deszczu, które utrzymają się przez ponad godzinę. Weź parasol! ☔",💧A chuva fraca chegou e ficará por mais de uma hora. Pegue um guarda-chuva! ☔,💧 Ya está aquí una lluvia de intensidad débil y durará más de una hora. ¡Tome el paraguas! ☔,💧 Cae una lluvia ligera que se mantendrá durante más de una hora. ¡Coge el paraguas! ☔,💧 Hujan Ringan sedang terjadi dan akan berlangsung selama lebih dari satu jam. Ambil payung! ☔,💧 Lätt regn är här och håller i sig i över en timme. Hämta ett paraply! ☔,,,
notification_moderate_rain_observation_body,🌧️ Moderate rain's here and sticking around for over an hour. Grab an umbrella! ☔,🌧️ Moderate rain's here and sticking around for over an hour. Grab an umbrella! ☔,🌧️ Mäßiger Regen hat eingesetzt und wird noch mehr als eine Stunde anhalten. Schnappen Sie sich Ihren Regenschirm! ☔,"🌧️ Występują umiarkowane opady deszczu, które utrzymają się przez ponad godzinę. Weź parasol! ☔",🌧️ A chuva moderada chegou e ficará por mais de uma hora. Pegue um guarda-chuva! ☔,🌧️ Ya está aquí una lluvia de intensidad moderada y durará más de una hora. ¡Tome el paraguas! ☔,🌧️ Cae una lluvia moderada que se mantendrá durante más de una hora. ¡Coge el paraguas! ☔,🌧️ Hujan Sedang sedang terjadi dan akan berlangsung selama lebih dari satu jam. Ambil payung! ☔,🌧️ Måttligt regn är här och håller i sig i över en timme. Hämta ett paraply! ☔,,,
notification_heavy_rain_observation_body,🌧️ 🌧️ Heavy rain's here and sticking around for over an hour. Grab an umbrella! ☔,🌧️ 🌧️ Heavy rain's here and sticking around for over an hour. Grab an umbrella! ☔,🌧️🌧️ Starker Regen hat eingesetzt und wird noch mehr als eine Stunde anhalten. Schnappen Sie sich Ihren Regenschirm! ☔,"🌧️🌧️ Występują intensywne opady deszczu, które utrzymają się przez ponad godzinę. Weź parasol! ☔",🌧️🌧️ A chuva forte chegou e ficará por mais de uma hora. Pegue um guarda-chuva! ☔,🌧️🌧️  Ya está aquí una lluvia de intensidad fuerte y durará más de una hora. ¡Tome el paraguas! ☔,🌧️🌧️ Cae una lluvia fuerte que se mantendrá durante más de una hora. ¡Coge el paraguas!  ☔,🌧️🌧️ Hujan Lebat sedang terjadi dan akan berlangsung selama lebih dari satu jam. Ambil payung! ☔,🌧️🌧️ Kraftigt regn är här och håller i sig i över en timme. Hämta ett paraply! ☔,,,
notification_light_rain_observation_body_ends,💧 Light rain ongoing in your location until XX:XX. Stay dry! ☔,💧 Light rain ongoing in your location until XX:XX. Stay dry! ☔,💧An Ihrem Standort regnet es noch bis XX:XX leicht. Bleiben Sie trocken! ☔,💧 Lekkie opady deszczu w Twojej lokalizacji potrwają do XX:XX. Nie zmoknij! ☔,💧 A chuva fraca continuará em sua região até XX:XX. Proteja-se! ☔,💧 Está cayendo una lluvia de intensidad débil en su localidad y durará hasta las XX:XX. ¡Manténgase seco! ☔,💧 Lluvia ligera. Continuará lloviendo en tu ubicación hasta las XX:XX. ¡No te mojes! ☔,💧 Hujan Ringan sedang berlangsung di lokasi Anda hingga XX:XX. Pastikan Anda tetap kering! ☔,💧 Lätt regn pågår i ditt område fram till XX:XX. Håll er torra! ☔,,,
,💧Rain ongoing in your location until XX:XX. Stay dry! ☔,💧Rain ongoing in your location until XX:XX. Stay dry! ☔,💧 An Ihrem Standort regnet es noch bis XX:XX. Bleiben Sie trocken! ☔,💧 Opady deszczu w Twojej lokalizacji potrwają do XX:XX. Nie zmoknij! ☔,💧 A chuva continuará em sua região até XX:XX. Proteja-se! ☔,💧 Está cayendo una lluvia en su localidad y durará hasta las XX:XX. ¡Manténgase seco! ☔,💧 Lluvia. Continuará lloviendo en tu ubicación hasta las XX:XX. ¡No te mojes! ☔,💧Hujan sedang berlangsung di lokasi Anda hingga XX:XX. Pastikan Anda tetap kering! ☔,💧 Regn pågår i ditt område fram till XX:XX. Håll er torra! ☔,,,
notification_moderate_rain_observation_body_ends,🌧️ Moderate rain ongoing in your location until XX:XX. Stay dry! ☔,🌧️ Moderate rain ongoing in your location until XX:XX. Stay dry! ☔,🌧️ An Ihrem Standort regnet es noch bis XX:XX mäßig. Bleiben Sie trocken! ☔,🌧️ Umiarkowane opady deszczu w Twojej lokalizacji potrwają do XX:XX. Nie zmoknij! ☔,🌧️ A chuva moderada continuará em sua região até XX:XX. Proteja-se! ☔,🌧️ Está cayendo una lluvia de intensidad moderada en su localidad y durará hasta las XX:XX. ¡Manténgase seco! ☔,🌧️ Lluvia moderada. Continuará lloviendo en tu ubicación hasta las XX:XX. ¡No te mojes! ☔,🌧️ Hujan Sedang sedang berlangsung di lokasi Anda hingga XX:XX. Pastikan Anda tetap kering! ☔,🌧️ Måttligt regn pågår i ditt område fram till XX:XX. Håll er torra! ☔,,,
notification_heavy_rain_observation_body_ends,🌧️🌧️ Heavy rain ongoing in your location until XX:XX. Stay dry! ☔,🌧️🌧️  Heavy rain ongoing in your location until XX:XX. Stay dry! ☔,🌧️🌧️ An Ihrem Standort regnet es noch bis XX:XX stark. Bleiben Sie trocken! ☔,🌧️🌧️ Intensywne opady deszczu w Twojej lokalizacji potrwają do XX:XX. Nie zmoknij! ☔,🌧️🌧️ A chuva forte continuará em sua região até XX:XX. Proteja-se! ☔,🌧️🌧️ Está cayendo una lluvia de intensidad fuerte en su localidad y durará hasta las XX:XX. ¡Manténgase seco! ☔,🌧️🌧️ Lluvia fuerte. Continuará lloviendo en tu ubicación hasta las XX:XX. ¡No te mojes! ☔,🌧️🌧️ Hujan Lebat sedang berlangsung di lokasi Anda hingga XX:XX. Pastikan Anda tetap kering! ☔,🌧️🌧️ Kraftigt regn pågår i ditt område fram till XX:XX. Håll er torra! ☔,,,
notifications_hurricane_has_been_observed_name_basin,%@ has been observed in %@,%@ has been observed in %@,%@ wurde in %@ beobachtet.,Zaobserwowano %@ w: %@,%@ foi observado(a) em %@,%@ se ha observado en %@,%@ se ha observado en %@,%@ telah diamati di %@,%@ har observerats i %@,,,
notifications_hurricane_tap_to_see_details_body,Tap to see details,Tap to see details,Für weitere Details antippen.,"Stuknij, aby zobaczyć szczegóły",Toque para ver detalhes,Pulse aquí para ver más detalles,Toca para ver detalles,Ketuk untuk melihat detailnya,Tryck för att se detaljer,,,
notifications_hurricane_type_observation_tropical_depression_observed,Tropical Depression %@ has been observed in %@.,Tropical Depression %@ has been observed in %@.,Tropisches Tiefdruckgebiet %@ wurde in %@ beobachtet.,Zaobserwowano depresję tropikalną %@ w: %@.,Depressão tropical %@ foi observada em %@.,La depresión tropical %@ se ha observado en %@.,La depresión tropical %@ se ha observado en %@.,Depresi Tropis %@ telah diamati di %@.,Tropiskt lågtryck %@ har observerats i %@.,,,
notifications_hurricane_type_observation_tropical_depression_body_name,Tropical Depression %@,Tropical Depression %@,Tropisches Tiefdruckgebiet %@,Depresja tropikalna %@,Depressão tropical %@,Depresión tropical %@,Depresión tropical %@,Depresi Tropis %@,Tropiskt lågtryck %@,,,
notifications_hurricane_type_observation_tropical_storm_body_name,Tropical Storm %@,Tropical Storm %@,Tropensturm %@,Burza tropikalna %@,Tempestade tropical %@,Tormenta tropical %@,Tormenta tropical %@,Badai Tropis %@,Den tropiska stormen %@,,,
notifications_hurricane_type_observation_tropical_storm_observed,Tropical Storm %@ has been observed in %@.,Tropical Storm %@ has been observed in %@.,Tropensturm %@ wurde in %@ beobachtet.,Zaobserwowano burzę tropikalną %@ w: %@.,Tempestade tropical %@ foi observada em %@.,La tormenta tropical %@ se ha observado en %@.,Se ha observado la tormenta tropical %@ en %@.,Badai Tropis %@ telah diamati di %@.,Den tropiska stormen %@ har observerats i %@.,,,
notifications_hurricane_type_observation_hurricane_observed,Hurricane %@ has been observed in %@.,Hurricane %@ has been observed in %@.,Ein Hurrikan %@ wurde in %@ beobachtet.,Zaobserwowano huragan %@ w: %@.,Furacão %@ foi observado em %@.,El huracán %@ se ha observado en %@.,Se ha observado huracán %@ en %@.,Badai %@ telah diamati di %@.,Orkanen %@ har observerats i %@.,,,
nitification_hurricane_type_observation_tropical_depression_title,Tropical Depression Alert,Tropical Depression Alert,Warnung vor tropischem Tiefdruckgebiet,Ostrzeżenie o depresji tropikalnej,Alerta de depressão tropical,Alerta de depresión tropical,Alerta de depresión tropical,Peringatan Depresi Tropis,Varning för tropiskt lågtryck,,,
notifications_hurricane_has_been_observed_basin,Hurricane has been observed in %@.,Hurricane has been observed in %@.,Ein Hurrikan wurde in %@ beobachtet.,Zaobserwowano huragan w: %@.,Furacão foi observado em %@.,El huracán se ha observado en %@.,Se ha observado huracán en %@.,Badai telah diamati di %@.,Orkan har observerats i %@.,,,
notifications_hurricane_has_been_observed,Hurricane has been observed.,Hurricane has been observed.,Ein Hurrikan wurde beobachtet.,Zaobserwowano huragan.,Furacão foi observado.,El huracán se ha observado.,Se ha observado huracán.,Badai telah diamati.,Orkan har observerats.,,,
nitification_hurricane_type_observation_tropical_depression_title,Tropical Depression Alert,Tropical Depression Alert,Warnung vor tropischem Tiefdruckgebiet,Ostrzeżenie o depresji tropikalnej,Alerta de depressão tropical,Alerta de depresión tropical,Alerta de depresión tropical,Peringatan Depresi Tropis,Varning för tropiskt lågtryck,,,
notifications_tropical_depression_has_been_observed_name_basin,Tropical Depression %@ has been observed in %@.,Tropical Depression %@ has been observed in %@.,Das tropische Tiefdruckgebiet %@ wurde in %@ beobachtet.,Zaobserwowano depresję tropikalną %@ w: %@.,A depressão tropical %@ foi observada em %@.,La depresión tropical %@ ha sido observada en %@.,La depresión tropical %@ ha sido observada en %@.,Depresi Tropis %@ terpantau di %@.,Det tropiska lågtrycket %@ har observerats i %@.,,,
notifications_tropical_depression_has_been_observed_basin,Tropical Depression has been observed in %@.,Tropical Depression has been observed in %@.,Das tropische Tiefdruckgebiet wurde in %@ beobachtet.,Zaobserwowano depresję tropikalną w: %@.,"A depressão tropical foi observada em %@.
",La depresión tropical ha sido observada en %@.,La depresión tropical ha sido observada en %@.,Depresi Tropis terpantau di %@.,Det tropiska lågtrycket har observerats i %@.,,,
